Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Operative_Procedure,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On Track Toward 2020 Goal (0.82, 2018)",SIR_2015,Notes
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Gallbladder surgery,418,2,1.45,1.38,0.23,4.54,Same,No,2.61,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Colon surgery,117,3,4.24,0.71,0.18,1.93,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Cesarean section,193,0,0.82,0.00,0.00,4.50,Same,Yes,1.84,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Spinal fusion,74,1,0.98,1.02,0.03,5.69,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Open reduction of fracture,384,6,2.88,2.09,0.85,4.34,Same,No,2.67,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Gastric surgery,46,1,0.63,1.60,0.04,8.92,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Hip prosthesis,85,1,1.18,0.85,0.04,4.18,Same,No,0.79,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",249,5,1.94,2.57,0.94,5.70,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Knee prosthesis,90,0,0.76,0.00,0.00,4.85,Same,Yes,2.60,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Kidney transplant,40,0,0.27,0.00,0.00,13.71,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Laminectomy,100,1,0.40,2.51,0.06,14.00,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Kidney surgery,58,0,0.19,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Ovarian surgery,168,0,0.10,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Pacemaker surgery,60,1,0.15,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Rectal surgery,25,0,0.53,0.00,0.00,6.96,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Small bowel surgery,122,2,2.57,0.78,0.13,2.57,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Spleen surgery,17,0,0.15,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Thoracic surgery,49,0,0.27,0.00,0.00,13.76,Same,Yes,4.37,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,"Hysterectomy, vaginal",63,0,0.47,0.00,0.00,7.92,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000129,LAC/Harbor UCLA Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,Exploratory abdominal surgery (laparotomy),498,17,4.61,3.69,2.22,5.79,Worse,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),,723,0,3.42,0.00,0.00,0.88,Better,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Appendix surgery,29,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Gallbladder surgery,87,0,0.16,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Colon surgery,18,0,0.38,0.00,0.00,9.61,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Spinal fusion,220,0,0.98,0.00,0.00,3.75,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Open reduction of fracture,53,0,0.27,0.00,0.00,13.46,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Gastric surgery,3,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Hip prosthesis,66,0,0.48,0.00,0.00,7.67,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Knee prosthesis,210,0,0.72,0.00,0.00,5.10,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Laminectomy,5,0,0.02,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Pacemaker surgery,10,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Small bowel surgery,13,0,0.25,0.00,0.00,14.76,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Spleen surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000101,Mission Community Hospital,Los Angeles,Acute Care Hospital,Community (125-250 Beds),Exploratory abdominal surgery (laparotomy),8,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),,2143,23,15.07,1.53,0.99,2.25,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Abdominal aortic aneurysm repair,2,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Appendix surgery,194,0,0.65,0.00,0.00,5.70,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),"Bile duct, liver or pancreatic surgery",5,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Cardiac surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Gallbladder surgery,229,1,0.76,1.31,0.03,7.32,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Colon surgery,208,6,5.23,1.15,0.47,2.38,Same,No,1.63,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Cesarean section,412,4,0.64,6.27,1.71,16.05,Worse,No,2.15,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Open reduction of fracture,157,1,1.07,0.93,0.05,4.61,Same,No,2.38,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Gastric surgery,24,0,0.44,0.00,0.00,8.48,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Hip prosthesis,116,1,0.55,1.82,0.05,10.15,Same,No,4.07,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy,abdominal",85,1,0.69,1.45,0.04,8.08,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Knee prosthesis,6,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Kidney transplant,2,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Kidney surgery,58,0,0.19,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Ovarian surgery,99,0,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Pacemaker surgery,68,2,0.11,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Rectal surgery,39,0,0.35,0.00,0.00,10.60,Same,Yes,2.21,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Small bowel surgery,149,5,2.80,1.79,0.66,3.96,Same,No,2.41,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Thoracic surgery,15,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy, vaginal",20,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",140000290,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Exploratory abdominal surgery (laparotomy),254,2,1.21,1.66,0.28,5.48,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,,2771,7,16.53,0.42,0.19,0.84,Better,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Abdominal aortic aneurysm repair,1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Appendix surgery,129,0,0.33,0.00,0.00,11.28,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",12,0,0.11,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Cardiac surgery,121,1,0.47,2.11,0.05,11.76,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,"Coronary bypass,chest and donor incisions",284,1,2.14,0.47,0.02,2.31,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,"Coronary bypass,chest incision only",4,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Gallbladder surgery,275,0,0.85,0.00,0.00,4.33,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Colon surgery,96,0,2.01,0.00,0.00,1.49,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Cesarean section,273,0,0.44,0.00,0.00,8.44,Same,Yes,2.99,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Spinal fusion,195,1,0.80,1.26,0.03,6.99,Same,No,2.01,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Open reduction of fracture,110,0,0.66,0.00,0.00,5.59,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000206,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,Gastric surgery,262,0,1.07,0.00,0.00,2.79,Same,Yes,0.31,
